Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
"
                        $81,996,829
                    ",24.61%,TaaS,$10.07,-18.24%,"$955,181","
                            231,436,247",-0.65%,TAAS
"
                        $80,951,308
                    ",0.73%,YOYOW,$0.349778,-24.42%,"$6,366,760","
                            88,588,019",-8.31%,YOYOW
"
                        $80,509,146
                    ",0.37%,Elastic,$0.908804,-10.89%,"$8,113,130","
                            69,193,879",-0.65%,XEL
"
                        $80,006,114
                    ",6.79%,Groestlcoin,$1.16,-22.90%,"$3,433,480","
                            117,919,817",-6.73%,GRS
"
                        $79,999,870
                    ",4.20%,Bounty0x,$0.678426,-10.06%,"$5,718,560","
                            30,592,625",-6.81%,BNTY
"
                        $79,311,381
                    ",27.85%,VeriCoin,$2.59,-14.02%,"$115,249,000","
                            325,000,000",-1.88%,VRC
"
                        $79,026,350
                    ",6.89%,Cofound.it,$0.243158,-13.54%,"$3,805,840","
                            38,635,299",-3.03%,CFI
"
                        $78,916,075
                    ",9.35%,SolarCoin,$2.04,-24.94%,"$5,131,680","
                            58,703",-3.16%,SLR
"
                        $77,825,502
                    ",8.23%,Jinn,$1325.75,-33.00%,"$5,303","
                            75,000,000",-1.77%,JINN
"
                        $76,379,250
                    ",8.53%,Matchpool,$1.02,-69.89%,"$6,514,880","
                            14,736,400",-0.83%,GUP
"
                        $76,301,542
                    ",2.78%,Namecoin,$5.18,-20.09%,"$604,362","
                            300,000,000",-2.54%,NMC
"
                        $75,558,600
                    ",3.66%,Xenon,$0.251862,-24.23%,"$31,777","
                            643,012,000",-2.12%,XNN
"
                        $74,638,261
                    ",32.09%,Voise,$0.116076,-3.22%,"$5,213,030","
                            757,668,329",-1.10%,VOISE
"
                        $74,163,910
                    ",26.94%,Datum,$0.097884,-16.26%,"$3,016,440","
                            16,848,000",-3.57%,DAT
"
                        $73,781,941
                    ",137.00%,Pascal Coin,$4.38,-26.54%,"$678,273","
                            82,256,324",-0.36%,PASC
"
                        $73,704,628
                    ",13.00%,Synereo,$0.896036,-25.77%,"$4,647,560","
                            3,000,000",-2.10%,AMP
"
                        $72,953,400
                    ",19.24%,MinexCoin,$24.32,-4.23%,"$97,563","
                            539,096,740,560",-2.81%,MNX
"
                        $71,952,164
                    ",62.09%,Dimecoin,$0.000133,-23.36%,"$1,196,340","
                            25,000,000,000",-0.49%,DIME
"
                        $71,425,500
                    ",10.62%,ECC,$0.002857,-30.84%,"$561,542","
                            175,109,299",-1.36%,ECC
"
                        $71,407,121
                    ",31.89%,Worldcore,$0.407786,-4.50%,"$2,170,170","
                            375,000,000",-3.64%,WRC
"
                        $71,336,250
                    ",41.59%,Hive,$0.190230,-10.50%,"$1,666,950","
                            16,500,000",-0.13%,HVN
"
                        $70,367,715
                    ",34.51%,Everex,$4.26,-16.48%,"$5,400,000","
                            68,380,258",-4.97%,EVX
"
                        $69,953,004
                    ",17.25%,Paypex,$1.02,-16.39%,"$1,877","
                            219,150,815",-0.33%,PAYX
"
                        $69,125,427
                    ",17.16%,PotCoin,$0.315424,-23.02%,"$3,413,420","
                            952,429,892",-1.13%,POT
"
                        $68,863,729
                    ",7.41%,Target Coin,$0.072303,-57.79%,"$76,264","
                            701,884,009",-7.15%,TGT
"
                        $68,626,990
                    ",17.26%,Pepe Cash,$0.097775,-5.69%,"$874,622","
                            205,069,481",-0.65%,PEPECASH
"
                        $67,697,332
                    ",22.71%,NoLimitCoin,$0.330119,-2.39%,"$384,296","
                            45,166,200",-0.59%,NLC2
"
                        $67,683,809
                    ",40.26%,BlockMason Cr...,$1.50,-14.75%,"$7,193,070","
                            4,765,008",-10.20%,BCPT
"
                        $67,032,706
                    ",23.13%,DeepOnion,$14.07,-8.39%,"$1,695,540","
                            504,800,000",-1.41%,ONION
"
                        $66,788,574
                    ",2.98%,bitCNY,$0.132307,-14.36%,"$55,207,600","
                            162,862,944",-4.49%,BITCNY
"
                        $66,189,618
                    ",8.55%,Humaniq,$0.406413,-27.56%,"$2,421,840","
                            16,721,368",-3.88%,HMQ
"
                        $65,062,341
                    ",37.54%,Crown,$3.89,-3.00%,"$187,491","
                            140,000,000",-2.24%,CRW
"
                        $65,009,420
                    ",18.69%,Mothership,$0.464353,-22.54%,"$909,403","
                            30,150,150",-0.39%,MSP
"
                        $64,310,572
                    ",0.48%,Maecenas,$2.13,-14.13%,"$42,837","
                            2,597,880",-16.27%,ART
"
                        $63,715,597
                    ",188.48%,Diamond,$24.53,-1.49%,"$313,411","
                            1,153,170,765",-0.16%,DMD
"
                        $63,212,439
                    ",1.73%,Zeusshield,$0.054816,-16.96%,"$3,811,910","
                            390,312,753",-0.58%,ZSC
"
                        $63,182,658
                    ",7.95%,GridCoin,$0.161877,-11.12%,"$951,844","
                            76,600,771",-6.90%,GRC
"
                        $62,185,502
                    ",38.21%,BlackCoin,$0.811813,-7.50%,"$3,119,630","
                            16,677,734",-1.53%,BLK
"
                        $59,778,670
                    ",24.86%,Propy,$3.58,-4.90%,"$30,491,100","
                            13,521,081",-2.91%,PRO
"
                        $59,476,668
                    ",41.99%,Playkey,$4.40,-26.42%,"$129,540","
                            16,157,830",-3.22%,PKT
"
                        $59,417,026
                    ",49.42%,SIBCoin,$3.68,-10.30%,"$421,508","
                            109,212,011",-2.81%,SIB
"
                        $59,300,156
                    ",0.59%,SunContract,$0.542982,-1.33%,"$2,352,060","
                            100,000,000",-0.01%,SNC
"
                        $58,993,700
                    ",34.41%,Mercury,$0.589937,-20.48%,"$2,064,980","
                            4,027,031,669",-0.01%,MER
"
                        $58,668,214
                    ",99.56%,ColossusCoinXT,$0.014569,-90.53%,"$357,531","
                            18,585,933",-4.82%,COLX
"
                        $58,556,654
                    ",1.65%,LockChain,$3.15,-12.41%,"$271,147","
                            2,777,600,756",-2.61%,LOC
"
                        $58,224,900
                    ",91.91%,NuShares,$0.020962,-43.91%,"$111,978","
                            1,543,593,500",-7.08%,NSR
"
                        $58,115,523
                    ",34.60%,Myriad,$0.037650,-8.05%,"$3,370,250","
                            6,999,991",-2.04%,XMY
"
                        $58,034,965
                    ",15.90%,ClearPoll,$8.29,-21.69%,"$1,310,050","
                            10,500,000",-7.89%,POLL
"
                        $57,980,370
                    ",74.81%,Nimiq,$5.52,-11.85%,"$526,681","
                            63,761,400",-1.76%,NET
"
                        $57,638,011
                    ",2.53%,Dovu,$0.903964,-7.71%,"$412,862","
                            12,008,007,662",-1.95%,DOVU
"
                        $57,570,351
                    ",18.60%,LIFE,$0.004794,-12.80%,"$1,885,090","
                            132,185,463,284",-0.37%,LIFE
"
                        $56,847,680
                    ",20.99%,NewYorkCoin,$0.000430,-10.14%,"$750,744","
                            46,069,821",-0.56%,NYC
"
                        $56,829,889
                    ",6.83%,EncrypGen,$1.23,-35.72%,"$814,660","
                            1,050,000,000",-1.28%,DNA
"
                        $56,810,565
                    ",9.70%,AirToken,$0.054105,-5.18%,"$504,857","
                            3,427,817",-0.55%,AIR
"
                        $56,470,541
                    ",16.59%,Radium,$16.47,-37.26%,"$23,262,300","
                            18,582,933",-0.51%,RADS
"
                        $56,081,246
                    ",7.19%,Publica,$3.02,-15.81%,"$1,056,110","
                            1,296,166",-0.33%,PBL
"
                        $55,543,035
                    ",4.22%,Numeraire,$42.85,-77.86%,"$2,937,290","
                            19,628,888",-3.85%,NMR
"
                        $55,460,442
                    ",190.18%,Moeda Loyalty...,$2.83,-79.07%,"$4,091,680","
                            13,000,000",-7.28%,MDA
"
                        $55,365,960
                    ",8.39%,Aeron,$4.26,-10.03%,"$20,610,600","
                            6,003,429,666",-0.75%,ARN
"
                        $55,058,834
                    ",3.56%,Linda,$0.009171,-35.48%,"$6,520,700","
                            53,193,831",-3.94%,LINDA
"
                        $55,008,805
                    ",15.39%,FairCoin,$1.03,-6.45%,"$123,663","
                            33,509,711",-4.55%,FAIR
"
                        $54,687,178
                    ",1.22%,BLUE,$1.63,-2.07%,"$502,746","
                            8,377,873",-6.19%,BLUE
"
                        $54,140,328
                    ",6.84%,RussiaCoin,$6.46,-28.01%,"$1,977,040","
                            18,938,416",-3.72%,RC
"
                        $53,885,854
                    ",29.92%,ION,$2.85,-7.50%,"$463,590","
                            28,662,055",-0.31%,ION
"
                        $53,812,148
                    ",10.94%,Neumark,$1.88,-22.01%,"$791,763","
                            26,244,468",-0.36%,NEU
"
                        $53,517,720
                    ",34.46%,Rivetz,$2.04,-18.49%,"$138,057","
                            7,906,397",-1.55%,RVT
"
                        $52,931,981
                    ",7.75%,Expanse,$6.69,-10.59%,"$1,603,040","
                            42,368,665",-1.23%,EXP
